ID,Name,Team,Games,Sport,Event,Medal
69639,Nataliya Viktorivna Liapina,Ukraine,2004 Summer,Handball,Handball Women's Handball,Bronze
69644,Igor Liba,Czechoslovakia,1984 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
69644,Igor Liba,Czechoslovakia,1992 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
69646,"Andrew Jackson Libano, Jr.",Jupiter,1932 Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
69647,"William A. ""Bill"" Libbey, III",United States,1912 Summer,Shooting,"Shooting Men's Running Target, Single Shot, Team",Silver
69649,Ren Jules Libeer,France,1956 Summer,Boxing,Boxing Men's Flyweight,Bronze
69653,Einar Liberg,Norway,1908 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
69653,Einar Liberg,Norway,1912 Summer,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver
69653,Einar Liberg,Norway,1920 Summer,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
69653,Einar Liberg,Norway,1920 Summer,Shooting,"Shooting Men's Running Target, Double Shot",Bronze
69653,Einar Liberg,Norway,1920 Summer,Shooting,"Shooting Men's Running Target, Double Shot, Team",Gold
69653,Einar Liberg,Norway,1924 Summer,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
69653,Einar Liberg,Norway,1924 Summer,Shooting,"Shooting Men's Running Target, Double Shot, Team",Silver
69660,"Ulrich ""Ulli"" Libor",West Germany,1968 Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
69660,"Ulrich ""Ulli"" Libor",West Germany,1972 Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
69665,Otto Licha,Austria,1936 Summer,Handball,Handball Men's Handball,Silver
69667,Gheorghe Lichiardopol,Romania,1952 Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
69667,Gheorghe Lichiardopol,Romania,1956 Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
69673,Istvn Lichteneckert,Hungary,1924 Summer,Fencing,"Fencing Men's Foil, Team",Bronze
69680,Karel Lichtngl,Czechoslovakia,1964 Summer,Football,Football Men's Football,Silver
69686,Werner Lika,Czechoslovakia,1980 Summer,Football,Football Men's Football,Gold
69689,"Gheorghe ""Ghi"" Licu",Romania,1972 Summer,Handball,Handball Men's Handball,Bronze
69689,"Gheorghe ""Ghi"" Licu",Romania,1976 Summer,Handball,Handball Men's Handball,Silver
69693,Zenon Licznerski,Poland,1980 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
69694,Hilde Synnve Lid,Norway,1994 Winter,Freestyle Skiing,Freestyle Skiing Women's Aerials,Bronze
69696,Jimmy Alexander Lidberg,Sweden,2012 Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
69698,Cedric Haswell Liddell,Canada,1932 Summer,Rowing,Rowing Men's Coxed Eights,Bronze
69699,Eric Henry Liddell,Great Britain,1924 Summer,Athletics,Athletics Men's 200 metres,Bronze
69699,Eric Henry Liddell,Great Britain,1924 Summer,Athletics,Athletics Men's 400 metres,Gold
69701,"Edward J. ""Ed"" Liddie",United States,1984 Summer,Judo,Judo Men's Extra-Lightweight,Bronze
69714,Nicklas Erik Lidstrm,Sweden,2006 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
69716,Alf Lie,Norway,1912 Summer,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
69722,Rolf Lie,Norway,1912 Summer,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
69723,Sigve Lie,Pan,1948 Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
69723,Sigve Lie,Pan,1952 Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
69726,"Thomas John ""Tom"" Lieb",United States,1924 Summer,Athletics,Athletics Men's Discus Throw,Bronze
69728,Nancy Lizabeth Lieberman (-Cline-),United States,1976 Summer,Basketball,Basketball Women's Basketball,Silver
69730,Matthias Liebers,East Germany,1980 Summer,Football,Football Men's Football,Silver
69732,Gertrude Liebhart (-Fischer),Austria,1952 Summer,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
69734,Christina Liebherr,Switzerland,2008 Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
69736,Otto Liebing,Berliner Ruderverein von 1876-2,1912 Summer,Rowing,Rowing Men's Coxed Eights,Bronze
69743,Tom Liebscher,Germany,2016 Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
69748,Nils Erik Liedholm,Sweden,1948 Summer,Football,Football Men's Football,Gold
69760,"William Barner ""Bill"" Lienhard",United States,1952 Summer,Basketball,Basketball Men's Basketball,Gold
69771,Julia Lier,Germany,2016 Summer,Rowing,Rowing Women's Quadruple Sculls,Gold
69773,Hans Liesche,Germany,1912 Summer,Athletics,Athletics Men's High Jump,Silver
69786,"Frey Fritiof ""Frej"" Liewendahl",Finland,1924 Summer,Athletics,"Athletics Men's 3,000 metres, Team",Gold
69796,"Theodore Sharp ""Ted"" Ligety",United States,2006 Winter,Alpine Skiing,Alpine Skiing Men's Combined,Gold
69796,"Theodore Sharp ""Ted"" Ligety",United States,2014 Winter,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold
69797,Fritz Ligges,Germany,1964 Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
69797,Fritz Ligges,Germany,1964 Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
69797,Fritz Ligges,West Germany,1972 Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
69797,Fritz Ligges,West Germany,1984 Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
69799,Kevin Richard Light,Canada,2008 Summer,Rowing,Rowing Men's Coxed Eights,Gold
69800,"James Davies ""Jim"" Lightbody",United States,1904 Summer,Athletics,Athletics Men's 800 metres,Gold
69800,"James Davies ""Jim"" Lightbody",United States,1904 Summer,Athletics,"Athletics Men's 1,500 metres",Gold
69800,"James Davies ""Jim"" Lightbody",United States,1904 Summer,Athletics,"Athletics Men's 2,590 metres Steeplechase",Gold
69800,"James Davies ""Jim"" Lightbody",Chicago Athletic Association,1904 Summer,Athletics,"Athletics Men's 4 mile, Team",Silver
69800,"James Davies ""Jim"" Lightbody",United States,1906 Summer,Athletics,Athletics Men's 800 metres,Silver
69800,"James Davies ""Jim"" Lightbody",United States,1906 Summer,Athletics,"Athletics Men's 1,500 metres",Gold
69805,Lightfoot,Mohawk Indians-2,1904 Summer,Lacrosse,Lacrosse Men's Lacrosse,Bronze
69811,Myriam Lignot,France,2000 Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
69817,Elis Ligtlee,Netherlands,2016 Summer,Cycling,Cycling Women's Keirin,Gold
69822,Vin Liikkanen,Finland,1932 Winter,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
69823,Heikki Liimatainen,Finland,1920 Summer,Athletics,"Athletics Men's Cross-Country, Individual",Bronze
69823,Heikki Liimatainen,Finland,1920 Summer,Athletics,"Athletics Men's Cross-Country, Team",Gold
69823,Heikki Liimatainen,Finland,1924 Summer,Athletics,"Athletics Men's Cross-Country, Team",Gold
69840,Valery Nikolayevich Likhachov,Soviet Union,1972 Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
69841,Galina Vladimirovna Likhachova,Russia,2006 Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze
69854,Feyisa Lilesa,Ethiopia,2016 Summer,Athletics,Athletics Men's Marathon,Silver
69856,Lilian Cristina Lopes Gonalves,Brazil,2000 Summer,Basketball,Basketball Women's Basketball,Bronze
69864,Hans Gustaf Liljedahl,Sweden,1952 Summer,Shooting,Shooting Men's Trap,Bronze
69865,Magnus Liljedahl,United States,2000 Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
69870,Bo Patrik Liljestrand,Sweden,1992 Summer,Handball,Handball Men's Handball,Silver
69872,"Ilse Kristiina ""Tiina"" Lillak",Finland,1984 Summer,Athletics,Athletics Women's Javelin Throw,Silver
69876,Anna Josefin Lillhage (-stblom),Sweden,2000 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
69877,"Gustaf Malcolm ""Gsta"" Lilliehk",Sweden,1912 Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
69882,Ole Andreas Lilloe-Olsen,Norway,1920 Summer,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
69882,Ole Andreas Lilloe-Olsen,Norway,1920 Summer,Shooting,"Shooting Men's Running Target, Double Shot",Gold
69882,Ole Andreas Lilloe-Olsen,Norway,1920 Summer,Shooting,"Shooting Men's Running Target, Double Shot, Team",Gold
69882,Ole Andreas Lilloe-Olsen,Norway,1924 Summer,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
69882,Ole Andreas Lilloe-Olsen,Norway,1924 Summer,Shooting,"Shooting Men's Running Target, Double Shot",Gold
69882,Ole Andreas Lilloe-Olsen,Norway,1924 Summer,Shooting,"Shooting Men's Running Target, Double Shot, Team",Silver
69883,Kristine Marie Lilly (-Heavey),United States,1996 Summer,Football,Football Women's Football,Gold
69883,Kristine Marie Lilly (-Heavey),United States,2000 Summer,Football,Football Women's Football,Silver
69883,Kristine Marie Lilly (-Heavey),United States,2004 Summer,Football,Football Women's Football,Gold
69930,Rubn Daro Limardo Gascn,Venezuela,2012 Summer,Fencing,"Fencing Men's epee, Individual",Gold
69936,Mariana Limbu,Romania,2000 Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
69941,Jorma Johannes Limmonen,Finland,1960 Summer,Boxing,Boxing Men's Featherweight,Bronze
69949,Flandy Limpele,Indonesia-1,2004 Summer,Badminton,Badminton Men's Doubles,Bronze
69950,Marianne Louise Limpert,Canada,1996 Summer,Swimming,Swimming Women's 200 metres Individual Medley,Silver
69954,Lin Chao-Huang,Chinese Taipei,1992 Summer,Baseball,Baseball Men's Baseball,Silver
69955,Lin Chaopan,China,2016 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
69968,Lin Dan,China,2008 Summer,Badminton,Badminton Men's Singles,Gold
69968,Lin Dan,China,2012 Summer,Badminton,Badminton Men's Singles,Gold
69976,Lin Kun-Han,Chinese Taipei,1992 Summer,Baseball,Baseball Men's Baseball,Silver
69978,Lin Li,China,2016 Summer,Volleyball,Volleyball Women's Volleyball,Gold
69980,Lin Li,China,1992 Summer,Swimming,Swimming Women's 200 metres Breaststroke,Silver
69980,Lin Li,China,1992 Summer,Swimming,Swimming Women's 200 metres Individual Medley,Gold
69980,Lin Li,China,1992 Summer,Swimming,Swimming Women's 400 metres Individual Medley,Silver
69980,Lin Li,China,1996 Summer,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
69989,Lin Qingfeng,China,2012 Summer,Weightlifting,Weightlifting Men's Lightweight,Gold
69990,Lin Qisheng,China,1992 Summer,Weightlifting,Weightlifting Men's Flyweight,Silver
69992,Lin Sang,China,2004 Summer,Archery,Archery Women's Team,Silver
69994,Lin Shih-Chia,Chinese Taipei,2016 Summer,Archery,Archery Women's Team,Bronze
69999,Lin Weining,China,2000 Summer,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold
70005,Lin Yanfen,China-2,1992 Summer,Badminton,Badminton Women's Doubles,Bronze
70011,Lin Yue,China,2008 Summer,Diving,Diving Men's Synchronized Platform,Gold
70011,Lin Yue,China,2016 Summer,Diving,Diving Men's Synchronized Platform,Gold
70020,Omar Linares Izquierdo,Cuba,1992 Summer,Baseball,Baseball Men's Baseball,Gold
70020,Omar Linares Izquierdo,Cuba,1996 Summer,Baseball,Baseball Men's Baseball,Gold
70020,Omar Linares Izquierdo,Cuba,2000 Summer,Baseball,Baseball Men's Baseball,Silver
70021,Nicolae Linca,Romania,1956 Summer,Boxing,Boxing Men's Welterweight,Gold
70024,Craig Howard Lincoln,United States,1972 Summer,Diving,Diving Men's Springboard,Bronze
70030,Holly Lincoln-Smith,Australia,2012 Summer,Water Polo,Water Polo Women's Water Polo,Bronze
70033,Bjrn Johan Lind,Sweden,2006 Winter,Cross Country Skiing,Cross Country Skiing Men's Sprint,Gold
70033,Bjrn Johan Lind,Sweden,2006 Winter,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Gold
70034,Carl Johan Lind,Sweden,1920 Summer,Athletics,Athletics Men's 56-pound Weight Throw,Bronze
70034,Carl Johan Lind,Sweden,1920 Summer,Athletics,Athletics Men's Hammer Throw,Silver
70035,Caroline Lind,United States,2008 Summer,Rowing,Rowing Women's Coxed Eights,Gold
70035,Caroline Lind,United States,2012 Summer,Rowing,Rowing Women's Coxed Eights,Gold
70039,Joan Louise Lind (-Van Blom),United States,1976 Summer,Rowing,Rowing Women's Single Sculls,Silver
70039,Joan Louise Lind (-Van Blom),United States,1984 Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
70041,Juha Petteri Lind,Finland,1998 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
70045,Ulrich Lind,West Germany,1976 Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Silver
70046,Axel Leander Lindahl,Sweden,1912 Summer,Athletics,"Athletics Men's Cross-Country, Team",Gold
70047,Eva Cathrine Lindahl (Norberg-),Sweden,2006 Winter,Curling,Curling Women's Curling,Gold
70047,Eva Cathrine Lindahl (Norberg-),Sweden,2010 Winter,Curling,Curling Women's Curling,Gold
70050,Rut Hedvig Lindahl,Sweden,2016 Summer,Football,Football Women's Football,Silver
70051,Karl Fritz Lindahl,Sweden,1920 Summer,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
70052,Margaretha Louise Lindahl (-Dryburgh),Sweden,1998 Winter,Curling,Curling Women's Curling,Bronze
70061,"Christopher Lloyd ""Chris"" Lindberg",Canada,1992 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
70063,"Edward Ferdinand Jacob ""Ed"" Lindberg",United States,1912 Summer,Athletics,Athletics Men's 400 metres,Bronze
70063,"Edward Ferdinand Jacob ""Ed"" Lindberg",United States,1912 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
70064,Bengt Fredrik Lindberg,Sweden,2014 Winter,Curling,Curling Men's Curling,Bronze
70070,Karin Elisabet Lindberg (-Lindn),Sweden,1952 Summer,Gymnastics,Gymnastics Women's Team Portable Apparatus,Gold
70070,Karin Elisabet Lindberg (-Lindn),Sweden,1956 Summer,Gymnastics,Gymnastics Women's Team Portable Apparatus,Silver
70072,Knut Andreas Lindberg,Sweden,1906 Summer,Athletics,"Athletics Men's Javelin Throw, Freestyle",Silver
70072,Knut Andreas Lindberg,Sweden,1912 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
70078,"Sigfrid Oskar ""Sigge"" Lindberg",Sweden,1924 Summer,Football,Football Men's Football,Bronze
70082,Torsten Gustav Adolf Lindberg,Sweden,1948 Summer,Football,Football Men's Football,Gold
70083,Michael Victor Alexander Lindberg,"Osborne Swimming Club, Manchester",1900 Summer,Water Polo,Water Polo Men's Water Polo,Gold
70084,Ylva Maria Lindberg,Sweden,2002 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
70084,Ylva Maria Lindberg,Sweden,2006 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
70087,"Gran Per-Eric ""Pelle"" Lindbergh",Sweden,1980 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
70091,Gran Folke Lindblom,Sweden,1984 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
70095,"Gustaf ""Topsy"" Lindblom",Sweden,1912 Summer,Athletics,Athletics Men's Triple Jump,Gold
70101,Knut Bertil Hilding Linde,Sweden,1928 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
70111,Yrj Lorenz Lindegren,Finland,1948 Summer,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",Gold
70121,Arvo Leander Lindn (-Linko),Finland,1908 Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
70122,"Donald Stacey ""Don"" Linden",Canada,1906 Summer,Athletics,"Athletics Men's 1,500 metres Walk",Silver
70124,Karl Erik Nils Lindn,Sweden,1948 Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
70134,Ernst Linder,Sweden,1924 Summer,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold
70138,Adolf Valentin Lindfors,Finland,1920 Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
70140,Arthur Richard Lindfors,Finland,1920 Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
70140,Arthur Richard Lindfors,Finland,1924 Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
70141,Berndt Torbjrn Lindfors,Finland,1952 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
70141,Berndt Torbjrn Lindfors,Finland,1956 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
70143,August Ludvig Lindgren,Denmark,1906 Summer,Football,Football Men's Football,Gold
70143,August Ludvig Lindgren,Denmark,1908 Summer,Football,Football Men's Football,Silver
70144,Harold Blaine Lindgren,United States,1964 Summer,Athletics,Athletics Men's 110 metres Hurdles,Silver
70154,Jouko Rainer Lindgren,Finland,1980 Summer,Sailing,Sailing Mixed Two Person Dinghy,Bronze
70156,Ingrid Marie Lindgren,Sweden,1994 Winter,Freestyle Skiing,Freestyle Skiing Women's Aerials,Silver
70160,Per Ola Markus Lindgren,Sweden,1992 Summer,Handball,Handball Men's Handball,Silver
70160,Per Ola Markus Lindgren,Sweden,1996 Summer,Handball,Handball Men's Handball,Silver
70160,Per Ola Markus Lindgren,Sweden,2000 Summer,Handball,Handball Men's Handball,Silver
70167,Emil Alexander Lindh,Lucky Girl-1,1912 Summer,Sailing,Sailing Mixed 8 metres,Bronze
70168,Erik Aleksander Lindh,Nina,1912 Summer,Sailing,Sailing Mixed 10 metres,Silver
70169,Erik Gunnar Lindh,Sweden,1988 Summer,Table Tennis,Table Tennis Men's Singles,Bronze
70170,"Gustaf Lennart ""Gsta"" Lindh",Sweden,1952 Summer,Football,Football Men's Football,Bronze
70171,Hilary Kirsten Lindh,United States,1992 Winter,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
70180,Karl Aarne Lindholm (-Linnolahti),Finland,1912 Summer,Athletics,"Athletics Men's Cross-Country, Team",Silver
70184,Karl Fredrik Lindholm,Gallia II,1912 Summer,Sailing,Sailing Mixed 10 metres,Bronze
70188,"Matthew James ""Matt"" Lindland",United States,2000 Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
70189,"Alfred Damon ""Al"" Lindley",United States,1924 Summer,Rowing,Rowing Men's Coxed Eights,Gold
70193,Bo Sigfrid Gabriel Lindman,Sweden,1924 Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
70193,Bo Sigfrid Gabriel Lindman,Sweden,1928 Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
70193,Bo Sigfrid Gabriel Lindman,Sweden,1932 Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
70197,Karl Edmund Lindmark,Sweden,1920 Summer,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
70198,Rolf Peter Lindmark,Sweden,1988 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
70200,Rudolf Lindmayer,Austria,1906 Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
70201,Dieter Lindner,Germany,1964 Summer,Athletics,Athletics Men's 20 kilometres Walk,Silver
70202,Drte Lindner,Germany,2000 Summer,Diving,Diving Women's Springboard,Bronze
70206,Helga Lindner (-Hrtel),East Germany,1968 Summer,Swimming,Swimming Women's 200 metres Butterfly,Silver
70214,"Carl Victor ""Vic"" Lindquist",Canada,1932 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
70222,Erik Josef Lindqvist,Erna Signe,1912 Summer,Sailing,Sailing Mixed 12 metres,Silver
70224,Jenny Elisabeth Lindqvist,Sweden,2006 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
70229,Sven Bernhard Lindqvist,Sweden,1924 Summer,Football,Football Men's Football,Bronze
70230,Thorsten Ivan Lindqvist,Sweden,1952 Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
70239,Eric Bryan Lindros,Canada,1992 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
70239,Eric Bryan Lindros,Canada,2002 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
70241,Eric Emil Lindroth,United States,1972 Summer,Water Polo,Water Polo Men's Water Polo,Bronze
70242,"Johan Hjalmar ""John"" Lindroth",Finland,1908 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
70245,Andrew James Ronald Lindsay,Great Britain,2000 Summer,Rowing,Rowing Men's Coxed Eights,Gold
70248,Gillian Anne Lindsay,Great Britain,2000 Summer,Rowing,Rowing Women's Quadruple Sculls,Silver
70253,Robert Alexander Lindsay,Great Britain,1920 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
70254,"Frederick Robert ""Robin"" Lindsay",Great Britain,1948 Summer,Hockey,Hockey Men's Hockey,Silver
70256,William L. C. Lindsay,Great Britain,1948 Summer,Hockey,Hockey Men's Hockey,Silver
70258,Oliver William Lindsay-Hague,Great Britain,2016 Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
70267,Rosa Lindstedt,Finland,2010 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
70276,Nils Gunnar Lindstrm,Sweden,1924 Summer,Athletics,Athletics Men's Javelin Throw,Silver
70278,Carl Herbert Lindstrm,Sweden,1912 Summer,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
70288,Annelie Ulrica Lindstrm,Sweden,2002 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
70289,Veli-Matti Olavi Lindstrm,Finland,2002 Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
70301,"Edward Theodore ""Ed"" Ling",Great Britain,2016 Summer,Shooting,Shooting Men's Trap,Bronze
70303,Ling Jie,China,2000 Summer,Gymnastics,Gymnastics Women's Uneven Bars,Silver
70310,Mikhail Innokentyevich Linge,Soviet Union,1980 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
70312,Andreas Linger,Austria-1,2006 Winter,Luge,Luge Mixed (Men)'s Doubles,Gold
70312,Andreas Linger,Austria-1,2010 Winter,Luge,Luge Mixed (Men)'s Doubles,Gold
70312,Andreas Linger,Austria-1,2014 Winter,Luge,Luge Mixed (Men)'s Doubles,Silver
70313,Wolfgang Linger,Austria-1,2006 Winter,Luge,Luge Mixed (Men)'s Doubles,Gold
70313,Wolfgang Linger,Austria-1,2010 Winter,Luge,Luge Mixed (Men)'s Doubles,Gold
70313,Wolfgang Linger,Austria-1,2014 Winter,Luge,Luge Mixed (Men)'s Doubles,Silver
70316,Corinna Margarete Lingnau (-Bremer),West Germany,1984 Summer,Hockey,Hockey Women's Hockey,Silver
70319,Renate Lingor,Germany,2000 Summer,Football,Football Women's Football,Bronze
70319,Renate Lingor,Germany,2004 Summer,Football,Football Women's Football,Bronze
70319,Renate Lingor,Germany,2008 Summer,Football,Football Women's Football,Bronze
70326,Nataliya Vladimirovna Linichuk (-Karponosova),Soviet Union-1,1980 Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
70329,Karl Link,Germany,1964 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
70329,Karl Link,West Germany,1968 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
70331,Tibor Linka,Slovakia,2016 Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
70334,Hermann Linkenbach,Germany,1928 Summer,Equestrianism,"Equestrianism Men's Dressage, Team",Gold
70336,Yrj Antti Linko,Finland,1908 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
70339,Jeremy Porter Linn,United States,1996 Summer,Swimming,Swimming Men's 100 metres Breaststroke,Silver
70339,Jeremy Porter Linn,United States,1996 Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
70340,Edvard Ferdinand Linna (Borg-),Finland,1908 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
70349,Pentti Tapio Aleksi Linnosvuo (Lindroos-),Finland,1956 Summer,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
70349,Pentti Tapio Aleksi Linnosvuo (Lindroos-),Finland,1960 Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
70349,Pentti Tapio Aleksi Linnosvuo (Lindroos-),Finland,1964 Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
70353,"Danielle ""Dani"" Rodrigues Lins",Brazil,2012 Summer,Volleyball,Volleyball Women's Volleyball,Gold
70359,Cornelia Linse,East Germany,1980 Summer,Rowing,Rowing Women's Double Sculls,Silver
70360,"Ann-Kathrin Linsenhoff (-Kroth, -Rath)",West Germany,1988 Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)",Germany,1956 Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze
70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)",Germany,1956 Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)",West Germany,1968 Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)",West Germany,1972 Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold
70361,"Liselott Linsenhoff (Schindling-, -Rheinberger)",West Germany,1972 Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
70364,Marie-Louise Jean Josphine Linssen-Vaessen,Netherlands,1948 Summer,Swimming,Swimming Women's 100 metres Freestyle,Bronze
70364,Marie-Louise Jean Josphine Linssen-Vaessen,Netherlands,1948 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
70364,Marie-Louise Jean Josphine Linssen-Vaessen,Netherlands,1952 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
70368,Albert Ernest Linton,Galt Football Club,1904 Summer,Football,Football Men's Football,Gold
70373,Oswald Guillaume Henri Lints,Belgium,1920 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
70374,Robert Linzeler,Quand-Mme-2,1900 Summer,Sailing,Sailing Mixed 0-0.5 Ton,Silver
70374,Robert Linzeler,Quand-Mme-2,1900 Summer,Sailing,Sailing Mixed 0-0.5 Ton,Silver
70380,"Kyriaki ""Kiki"" Liosi",Greece,2004 Summer,Water Polo,Water Polo Women's Water Polo,Silver
70381,Robert Gustave douard Liottel,France,1924 Summer,Fencing,"Fencing Men's epee, Team",Gold
70384,Soso Lip'art'eliani,Georgia,1996 Summer,Judo,Judo Men's Half-Middleweight,Bronze
70385,Varlam Lip'art'eliani,Georgia,2016 Summer,Judo,Judo Men's Middleweight,Silver
70394,Yevgeny Nikolayevich Lipeyev,Soviet Union,1980 Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
70397,Jzef Lipie,Poland,1980 Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
70398,Kazimierz Lipie,Poland,1972 Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
