ID,Name,Team,Games,Sport,Event,Medal
4198,Nikolay Yefimovich Andrianov,Soviet Union,1972 Summer,Gymnastics,Gymnastics Men's Horse Vault,Bronze
4198,Nikolay Yefimovich Andrianov,Soviet Union,1976 Summer,Gymnastics,Gymnastics Men's Individual All-Around,Gold
4198,Nikolay Yefimovich Andrianov,Soviet Union,1976 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
4198,Nikolay Yefimovich Andrianov,Soviet Union,1976 Summer,Gymnastics,Gymnastics Men's Floor Exercise,Gold
4198,Nikolay Yefimovich Andrianov,Soviet Union,1976 Summer,Gymnastics,Gymnastics Men's Horse Vault,Gold
4198,Nikolay Yefimovich Andrianov,Soviet Union,1976 Summer,Gymnastics,Gymnastics Men's Parallel Bars,Silver
4198,Nikolay Yefimovich Andrianov,Soviet Union,1976 Summer,Gymnastics,Gymnastics Men's Rings,Gold
4198,Nikolay Yefimovich Andrianov,Soviet Union,1976 Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
4198,Nikolay Yefimovich Andrianov,Soviet Union,1980 Summer,Gymnastics,Gymnastics Men's Individual All-Around,Silver
4198,Nikolay Yefimovich Andrianov,Soviet Union,1980 Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
4198,Nikolay Yefimovich Andrianov,Soviet Union,1980 Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver
4198,Nikolay Yefimovich Andrianov,Soviet Union,1980 Summer,Gymnastics,Gymnastics Men's Horse Vault,Gold
4198,Nikolay Yefimovich Andrianov,Soviet Union,1980 Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
4201,Arkadi Andriasyan,Soviet Union,1972 Summer,Football,Football Men's Football,Bronze
4202,Dragan Andri,Yugoslavia,1984 Summer,Water Polo,Water Polo Men's Water Polo,Gold
4202,Dragan Andri,Yugoslavia,1988 Summer,Water Polo,Water Polo Men's Water Polo,Gold
4207,Michel Andrieux,France,1996 Summer,Rowing,Rowing Men's Coxless Pairs,Bronze
4207,Michel Andrieux,France,2000 Summer,Rowing,Rowing Men's Coxless Pairs,Gold
4209,Gheorghe Andriev,Romania,1996 Summer,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
4211,Valeriy Oleksandrovych Andriitsev,Ukraine,2012 Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
4229,Vladimr Andrs,Czechoslovakia,1964 Summer,Rowing,Rowing Men's Double Sculls,Bronze
4236,Franz Josef Andrysek,Austria,1928 Summer,Weightlifting,Weightlifting Men's Featherweight,Gold
4240,Yekaterina Sergeyevna Andryushina,Russia,2008 Summer,Handball,Handball Women's Handball,Silver
4242,Bohdan Andrzejewski,Poland,1968 Summer,Fencing,"Fencing Men's epee, Team",Bronze
4243,Robert Sebastian Andrzejuk,Poland,2008 Summer,Fencing,"Fencing Men's epee, Team",Silver
4256,Matteo Anesi,Italy,2006 Winter,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
4268,Ral Anganuzzi,Argentina,1928 Summer,Fencing,"Fencing Men's Foil, Team",Bronze
4284,Alberto Angelini,Italy,1996 Summer,Water Polo,Water Polo Men's Water Polo,Bronze
4297,Angel Angelov,Bulgaria,1972 Summer,Boxing,Boxing Men's Light-Welterweight,Silver
4304,Stefan Georgiev Angelov,Bulgaria,1972 Summer,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze
4304,Stefan Georgiev Angelov,Bulgaria,1976 Summer,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze
4305,Yordan Angelov,Bulgaria,1980 Summer,Volleyball,Volleyball Men's Volleyball,Silver
4320,Nadine Marejke Angerer,Germany,2008 Summer,Football,Football Women's Football,Bronze
4321,Peter Angerer,West Germany,1980 Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
4321,Peter Angerer,West Germany,1984 Winter,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
4321,Peter Angerer,West Germany,1984 Winter,Biathlon,Biathlon Men's 20 kilometres,Gold
4321,Peter Angerer,West Germany,1984 Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
4321,Peter Angerer,West Germany,1988 Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
4322,Tobias Angerer,Germany,2002 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
4322,Tobias Angerer,Germany,2006 Winter,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
4322,Tobias Angerer,Germany,2006 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
4322,Tobias Angerer,Germany,2010 Winter,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Silver
4335,Paolo Angioni,Italy,1964 Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
4340,Kurt Steven Angle,United States,1996 Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
4341,Giorgio Anglesio,Italy,1956 Summer,Fencing,"Fencing Men's epee, Team",Gold
4348,"Heinrich ""Heiri"" Angst",Switzerland-1,1956 Winter,Bobsleigh,Bobsleigh Men's Four,Gold
4349,Max Angst,Switzerland-1,1956 Winter,Bobsleigh,Bobsleigh Men's Two,Bronze
4356,Miguel ngel Angulo Valderrey,Spain,2000 Summer,Football,Football Men's Football,Silver
4359,va Angyal,Hungary,1976 Summer,Handball,Handball Women's Handball,Bronze
4369,Victor Chinedu Anichebe,Nigeria,2008 Summer,Football,Football Men's Football,Silver
4374,Yekaterina Yevgenyevna Anikeyeva,Russia,2000 Summer,Water Polo,Water Polo Women's Water Polo,Bronze
4375,Nikolay Petrovich Anikin,Soviet Union,1956 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
4375,Nikolay Petrovich Anikin,Soviet Union,1960 Winter,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Bronze
4375,Nikolay Petrovich Anikin,Soviet Union,1960 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
4388,Nataliya Yuryevna Anisimova (Guskova-),Soviet Union,1988 Summer,Handball,Handball Women's Handball,Bronze
4388,Nataliya Yuryevna Anisimova (Guskova-),Unified Team,1992 Summer,Handball,Handball Women's Handball,Bronze
4390,Tatyana Mikhaylovna Anisimova (Poluboyarova-),Soviet Union,1976 Summer,Athletics,Athletics Women's 100 metres Hurdles,Silver
4391,Vera Vasilyevna Anisimova (Mikheyeva-),Soviet Union,1976 Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
4391,Vera Vasilyevna Anisimova (Mikheyeva-),Soviet Union,1980 Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
4392,Marina Vyacheslavovna Anissina (-Dzhigurda),France-1,1998 Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze
4392,Marina Vyacheslavovna Anissina (-Dzhigurda),France-1,2002 Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
4393,Herta Anita,Romania,1988 Summer,Rowing,Rowing Women's Coxed Fours,Bronze
4393,Herta Anita,Romania,1988 Summer,Rowing,Rowing Women's Coxed Eights,Silver
4400,Hannelore Anke (-Hofmann),East Germany,1976 Summer,Swimming,Swimming Women's 100 metres Breaststroke,Gold
4400,Hannelore Anke (-Hofmann),East Germany,1976 Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
4403,Erik Anker,Norna,1928 Summer,Sailing,Sailing Mixed 6 metres,Gold
4404,Johan August Anker,Magda IX,1912 Summer,Sailing,Sailing Mixed 12 metres,Gold
4404,Johan August Anker,Norna,1928 Summer,Sailing,Sailing Mixed 6 metres,Gold
4405,Jan Geert Ankerman,Netherlands,1928 Summer,Hockey,Hockey Men's Hockey,Silver
4410,Andrija Ankovi,Yugoslavia,1960 Summer,Football,Football Men's Football,Gold
4418,Alyson Regina Annan,Australia,1996 Summer,Hockey,Hockey Women's Hockey,Gold
4418,Alyson Regina Annan,Australia,2000 Summer,Hockey,Hockey Women's Hockey,Gold
4423,Martin Annen,Switzerland-2,2002 Winter,Bobsleigh,Bobsleigh Men's Two,Bronze
4423,Martin Annen,Switzerland-1,2006 Winter,Bobsleigh,Bobsleigh Men's Two,Bronze
4423,Martin Annen,Switzerland-1,2006 Winter,Bobsleigh,Bobsleigh Men's Four,Bronze
4432,Harold Edward Annison,Great Britain,1920 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
4435,Noriko Anno,Japan,2004 Summer,Judo,Judo Women's Half-Heavyweight,Gold
4436,Pietro Annoni,Italy,1920 Summer,Rowing,Rowing Men's Double Sculls,Silver
4447,Roman Sergeyevich Anoshkin,Russia,2016 Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
4449,Sajjad Anoushiravani Hamlabad,Iran,2012 Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
4450,Aleksandre Anp'ilogovi,Soviet Union,1976 Summer,Handball,Handball Men's Handball,Gold
4450,Aleksandre Anp'ilogovi,Soviet Union,1980 Summer,Handball,Handball Men's Handball,Silver
4452,Jacques Anquetil,France,1952 Summer,Cycling,"Cycling Men's Road Race, Team",Bronze
4457,Daniela Anschtz-Thoms,Germany,2006 Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
4457,Daniela Anschtz-Thoms,Germany,2010 Winter,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
4460,Renato Anselmi,Italy,1924 Summer,Fencing,"Fencing Men's Sabre, Team",Gold
4460,Renato Anselmi,Italy,1928 Summer,Fencing,"Fencing Men's Sabre, Team",Silver
4460,Renato Anselmi,Italy,1932 Summer,Fencing,"Fencing Men's Sabre, Team",Silver
4462,Michel Ansermet,Switzerland,2000 Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
4466,Giselle Anne Ansley,Great Britain,2016 Summer,Hockey,Hockey Women's Hockey,Gold
4471,Henri Lucien Ernest Eugne Anspach,Belgium,1912 Summer,Fencing,"Fencing Men's epee, Team",Gold
4472,Paul Eugne Albert Anspach,Belgium,1908 Summer,Fencing,"Fencing Men's epee, Team",Bronze
4472,Paul Eugne Albert Anspach,Belgium,1912 Summer,Fencing,"Fencing Men's epee, Individual",Gold
4472,Paul Eugne Albert Anspach,Belgium,1912 Summer,Fencing,"Fencing Men's epee, Team",Gold
4472,Paul Eugne Albert Anspach,Belgium,1920 Summer,Fencing,"Fencing Men's epee, Team",Silver
4472,Paul Eugne Albert Anspach,Belgium,1924 Summer,Fencing,"Fencing Men's epee, Team",Silver
4478,Dana Antal,Canada,2002 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
4484,Rbert Antal (Adler),Hungary,1952 Summer,Water Polo,Water Polo Men's Water Polo,Gold
4487,Mrta Antal-Rudas,Hungary,1964 Summer,Athletics,Athletics Women's Javelin Throw,Silver
4491,Zdzisaw Antczak,Poland,1976 Summer,Handball,Handball Men's Handball,Bronze
4503,Dborah Jessica Anthonioz,France,2010 Winter,Snowboarding,Snowboarding Women's Boardercross,Silver
4505,Carmelo Kyan Anthony,United States,2004 Summer,Basketball,Basketball Men's Basketball,Bronze
4505,Carmelo Kyan Anthony,United States,2008 Summer,Basketball,Basketball Men's Basketball,Gold
4505,Carmelo Kyan Anthony,United States,2012 Summer,Basketball,Basketball Men's Basketball,Gold
4505,Carmelo Kyan Anthony,United States,2016 Summer,Basketball,Basketball Men's Basketball,Gold
4508,Georges Anthony,Belgium,1928 Summer,Rowing,Rowing Men's Coxed Pairs,Bronze
4512,Michael Anthony Parris,Guyana,1980 Summer,Boxing,Boxing Men's Bantamweight,Bronze
4515,"Michael E. ""Mike"" Anti",United States,2004 Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
4517,Salvatore Antibo,Italy,1988 Summer,Athletics,"Athletics Men's 10,000 metres",Silver
4518,"Joseph Anthony ""Joe"" Antic",India,1960 Summer,Hockey,Hockey Men's Hockey,Silver
4519,Sava Anti,Yugoslavia,1956 Summer,Football,Football Men's Football,Silver
4531,Aleksy Antkiewicz,Poland,1948 Summer,Boxing,Boxing Men's Featherweight,Bronze
4531,Aleksy Antkiewicz,Poland,1952 Summer,Boxing,Boxing Men's Lightweight,Silver
4538,"Matthew ""Matt"" Antoine",United States,2014 Winter,Skeleton,Skeleton Men's Skeleton,Bronze
4561,Peter Thomas Antonie,Australia,1992 Summer,Rowing,Rowing Men's Double Sculls,Gold
4563,Micha Antoniewicz (-Woysym),Poland,1928 Summer,Equestrianism,"Equestrianism Men's Jumping, Team",Silver
4563,Micha Antoniewicz (-Woysym),Poland,1928 Summer,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
4564,Edvard Antonijevi,Yugoslavia,1928 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
4568,Michele Antonioli,Italy,2002 Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
4569,Mariela Andrea Antoniska Arrondo,Argentina,2000 Summer,Hockey,Hockey Women's Hockey,Silver
4569,Mariela Andrea Antoniska Arrondo,Argentina,2004 Summer,Hockey,Hockey Women's Hockey,Bronze
4575,Oleg Antonov,Italy,2016 Summer,Volleyball,Volleyball Men's Volleyball,Silver
4577,Semyon Sergeyevich Antonov,Russia,2012 Summer,Basketball,Basketball Men's Basketball,Bronze
4579,Vladislav Nikolayevich Antonov,Russia,2014 Winter,Luge,Luge Mixed Team Relay,Silver
4581,Yaroslav Viktorovich Antonov,Soviet Union,1988 Summer,Volleyball,Volleyball Men's Volleyball,Silver
4585,Olena Anatolivna Antonova,Ukraine,2008 Summer,Athletics,Athletics Women's Discus Throw,Bronze
4587,Yelena Petrovna Antonova,Soviet Union,1976 Summer,Rowing,Rowing Women's Single Sculls,Bronze
4590,Hans Bertil Augustin Antonsson,Sweden,1948 Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
4590,Hans Bertil Augustin Antonsson,Sweden,1952 Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
4591,Hans Yngve Antonsson,Sweden,1960 Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
4602,Oegs Antropovs,Soviet Union,1968 Summer,Volleyball,Volleyball Men's Volleyball,Gold
4604,Ants Antson,Soviet Union,1964 Winter,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
4607,"Kaarlo Johan Jalmari ""Kalle"" Anttila",Finland,1920 Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
4607,"Kaarlo Johan Jalmari ""Kalle"" Anttila",Finland,1924 Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
4613,Nataliya Nikolayevna Antyukh,Russia,2004 Summer,Athletics,Athletics Women's 400 metres,Bronze
4613,Nataliya Nikolayevna Antyukh,Russia,2004 Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
4613,Nataliya Nikolayevna Antyukh,Russia,2012 Summer,Athletics,Athletics Women's 400 metres Hurdles,Gold
4613,Nataliya Nikolayevna Antyukh,Russia,2012 Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
4617,Aleksandr Aleksandrovich Anufriyev,Soviet Union,1952 Summer,Athletics,"Athletics Men's 10,000 metres",Bronze
4626,Saeed Anwar,Pakistan,1964 Summer,Hockey,Hockey Men's Hockey,Silver
4626,Saeed Anwar,Pakistan,1968 Summer,Hockey,Hockey Men's Hockey,Gold
4626,Saeed Anwar,Pakistan,1972 Summer,Hockey,Hockey Men's Hockey,Silver
4644,Seiji Aochi,Japan,1972 Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
4651,Mayumi Aoki (-Nishiguti),Japan,1972 Summer,Swimming,Swimming Women's 100 metres Butterfly,Gold
4667,Sad Aouita,Morocco,1984 Summer,Athletics,"Athletics Men's 5,000 metres",Gold
4667,Sad Aouita,Morocco,1988 Summer,Athletics,Athletics Men's 800 metres,Bronze
4674,Eref Apak,Turkey,2004 Summer,Athletics,Athletics Men's Hammer Throw,Bronze
4675,Nikolay Sergeyevich Apalikov,Russia,2012 Summer,Volleyball,Volleyball Men's Volleyball,Gold
4676,Onyekachi Apam,Nigeria,2008 Summer,Football,Football Men's Football,Silver
4677,Dmitry Borisovich Apanasenko,Soviet Union,1988 Summer,Water Polo,Water Polo Men's Water Polo,Bronze
4677,Dmitry Borisovich Apanasenko,Unified Team,1992 Summer,Water Polo,Water Polo Men's Water Polo,Bronze
4685,Katrin Apel,Germany,1998 Winter,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze
4685,Katrin Apel,Germany,1998 Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold
4685,Katrin Apel,Germany,2002 Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold
4685,Katrin Apel,Germany,2006 Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
4686,Knut Tore Apeland,Norway,1992 Winter,Nordic Combined,Nordic Combined Men's Team,Silver
4686,Knut Tore Apeland,Norway,1994 Winter,Nordic Combined,Nordic Combined Men's Team,Silver
4688,"Hermann ""Armand"" Apell",France,1928 Summer,Boxing,Boxing Men's Flyweight,Silver
4700,Angelica Aposteanu (Chertic-),Romania,1980 Summer,Rowing,Rowing Women's Coxed Eights,Bronze
4701,Chira Irina Apostol (-Stoian),Romania,1984 Summer,Rowing,Rowing Women's Coxed Fours,Gold
4710,Stoyan Ivanov Apostolov,Bulgaria,1972 Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver
4717,"Gabriele Marion ""Gaby"" Appel (-Reimann)",West Germany,1984 Summer,Hockey,Hockey Women's Hockey,Silver
4720,Tessa Appeldoorn,Netherlands,2000 Summer,Rowing,Rowing Women's Coxed Eights,Silver
4724,Emilia Elisabeth Appelqvist,Sweden,2016 Summer,Football,Football Women's Football,Silver
4728,Ingo Appelt,Austria-1,1992 Winter,Bobsleigh,Bobsleigh Men's Four,Gold
4736,"William Reuben ""Willie"" Applegarth",Great Britain,1912 Summer,Athletics,Athletics Men's 200 metres,Bronze
4736,"William Reuben ""Willie"" Applegarth",Great Britain,1912 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
4737,Lloyd Otto Appleton,United States,1928 Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
4742,Gillian Mary Apps,Canada,2006 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
4742,Gillian Mary Apps,Canada,2010 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
4742,Gillian Mary Apps,Canada,2014 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
4750,Vladimer Aptsiauri,Soviet Union,1988 Summer,Fencing,"Fencing Men's Foil, Team",Gold
4757,Javier Ignacio Aquino Carmona,Mexico,2012 Summer,Football,Football Men's Football,Gold
4763,Reyhan Arabacolu,Turkey,2004 Summer,Weightlifting,Weightlifting Men's Middleweight,Bronze
4766,Claude Henri Ferdinand Dalmas Arabo,France,1964 Summer,Fencing,"Fencing Men's Sabre, Individual",Silver
4767,Patricio Arabolaza Aramburu,Spain,1920 Summer,Football,Football Men's Football,Silver
4771,Yael Arad,Israel,1992 Summer,Judo,Judo Women's Half-Middleweight,Silver
4772,Lajos Aradi (Kmetyk),Hungary,1912 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
4779,Lorenzo Aragon Armenteros,Cuba,2004 Summer,Boxing,Boxing Men's Welterweight,Silver
4780,Yosvany Aragn Rodrguez,Cuba,2000 Summer,Baseball,Baseball Men's Baseball,Silver
4782,Hirooki Arai,Japan,2016 Summer,Athletics,Athletics Men's 50 kilometres Walk,Bronze
4784,Masao Arai,Japan,1976 Summer,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
4785,Nobuo Arai,Japan,1928 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
4789,Shigeo Arai,Japan,1936 Summer,Swimming,Swimming Men's 100 metres Freestyle,Bronze
4789,Shigeo Arai,Japan,1936 Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
4799,Shizuka Arakawa,Japan,2006 Winter,Figure Skating,Figure Skating Women's Singles,Gold
4801,Erika Araki,Japan,2012 Summer,Volleyball,Volleyball Women's Volleyball,Bronze
4808,Yuko Arakida,Japan,1976 Summer,Volleyball,Volleyball Women's Volleyball,Gold
4841,Daniel Aranzubia Aguado,Spain,2000 Summer,Football,Football Men's Football,Silver
4842,Ren Araou,France,1924 Summer,Rugby,Rugby Men's Rugby,Silver
4847,Franjo Arapovi,Yugoslavia,1988 Summer,Basketball,Basketball Men's Basketball,Silver
4847,Franjo Arapovi,Croatia,1992 Summer,Basketball,Basketball Men's Basketball,Silver
4858,Magomedkhan Suleymanovich Aratsilov,Soviet Union,1980 Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
4859,Adriana dos Santos Arajo,Brazil,2012 Summer,Boxing,Boxing Women's Lightweight,Bronze
4860,Alexandra Araujo,Italy,2004 Summer,Water Polo,Water Polo Women's Water Polo,Gold
4876,Rodica Arba-Pucatu,Romania,1980 Summer,Rowing,Rowing Women's Coxed Eights,Bronze
4876,Rodica Arba-Pucatu,Romania,1984 Summer,Rowing,Rowing Women's Coxless Pairs,Gold
4876,Rodica Arba-Pucatu,Romania,1988 Summer,Rowing,Rowing Women's Coxless Pairs,Gold
4876,Rodica Arba-Pucatu,Romania,1988 Summer,Rowing,Rowing Women's Coxed Eights,Silver
4891,Eduard Arbs Borras,Spain,2008 Summer,Hockey,Hockey Men's Hockey,Silver
4892,Jaime Arbs Serra,Spain,1980 Summer,Hockey,Hockey Men's Hockey,Silver
4893,Juan Arbs Perarnau,Spain,1980 Summer,Hockey,Hockey Men's Hockey,Silver
4897,Anelija Arbutina (-arenac),Yugoslavia,1988 Summer,Basketball,Basketball Women's Basketball,Silver
4909,Fernando Arcega Aperte,Spain,1984 Summer,Basketball,Basketball Men's Basketball,Silver
4914,Archenoul,France,1900 Summer,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Silver
